Month,FIPS,se_count,Sum of MAGNITUDE,Average of MAGNITUDE,Max of MAGNITUDE
5,38059,3,4.5,1.5,1.75
5,38063,1,1,1,1
5,38071,2,1,1,1
5,38077,2,57,28.5,56
5,38091,8,280.5,40.07142857,62
5,38093,1,1.75,1.75,1.75
5,38097,3,160,53.33333333,56
5,46003,1,,,
5,46005,1,,,
5,46007,2,,,
5,46009,4,,,
5,46011,7,51,25.5,50
5,46013,2,,,
5,46015,1,,,
5,46017,1,,,
5,46019,3,1.25,1.25,1.25
5,46021,1,,,
5,46023,2,,,
5,46024,2,,,
5,46025,3,,,
5,46026,2,,,
5,46027,4,,,
5,46028,2,,,
5,46029,4,,,
5,46031,1,,,
5,46033,2,,,
5,46035,2,,,
5,46037,1,,,
5,46039,1,,,
5,46041,2,,,
5,46045,2,0.75,0.75,0.75
5,46047,3,1.88,0.94,1
5,46049,1,,,
5,46051,1,,,
5,46055,3,,,
5,46057,4,1,1,1
5,46059,1,,,
5,46061,1,,,
5,46063,2,,,
5,46065,4,0.88,0.88,0.88
5,46067,2,,,
5,46069,1,,,
5,46071,2,,,
5,46072,2,,,
5,46074,2,,,
5,46075,4,,,
5,46083,6,,,
5,46085,4,,,
5,46087,1,,,
5,46089,1,,,
5,46091,2,1,1,1
5,46093,13,6,1,1
5,46095,2,,,
5,46099,9,,,
5,46101,5,,,
5,46102,3,,,
5,46103,4,,,
5,46105,2,,,
5,46107,1,,,
5,46109,2,,,
5,46111,2,,,
5,46115,4,,,
5,46117,2,,,
5,46119,1,,,
5,46121,2,1,1,1
5,46123,4,56,56,56
5,46125,6,,,
5,46127,9,0.88,0.88,0.88
5,46129,1,,,
5,46135,2,,,
5,46137,5,,,
6,20001,6,60.63,10.105,56
6,20003,7,8.75,1.458333333,1.75
6,20005,1,,,
6,20007,3,61.5,20.5,59
6,20009,8,61.5,8.785714286,52
6,20013,2,,,
6,20015,18,287.5,31.94444444,65
6,20021,1,1,1,1
6,20023,5,4.25,1.416666667,2
6,20025,2,4.25,2.125,2.75
6,20027,1,,,
6,20029,3,53.25,26.625,52
6,20031,3,52,52,52
6,20033,2,3,1.5,1.5
6,20035,2,,,
6,20037,4,54.38,18.12666667,52
6,20041,2,61,61,61
6,20043,2,56,56,56
6,20045,6,268,53.6,61
6,20047,9,62.25,7.78125,52
6,20048,1,57,57,57
6,20049,5,58,58,58
6,20050,1,55,55,55
6,20051,1,54,54,54
6,20053,8,11.25,1.40625,2
6,20055,4,223,55.75,65
6,20057,11,181,16.45454545,65
6,20059,7,177.25,35.45,87
6,20061,3,160,53.33333333,56
6,20063,5,118,23.6,61
6,20067,4,3.5,1.166666667,1.5
6,20069,7,171.25,24.46428571,61
6,20071,1,1,1,1
6,20073,1,,,
6,20075,1,,,
6,20077,8,110.5,27.625,56
6,20079,1,0.75,0.75,0.75
6,20081,6,7,1.4,1.75
6,20083,6,210,35,52
6,20085,1,52,52,52
6,20087,7,226.88,45.376,61
6,20089,9,273.88,30.43111111,57
6,20091,13,221.88,17.06769231,56
6,20093,2,50.88,25.44,50
6,20095,8,232,38.66666667,65
6,20097,4,59.5,14.875,56
6,20099,3,,,
6,20103,7,104.88,34.96,52
6,20105,3,3.5,1.75,1.75
6,20107,4,106,26.5,52
6,20109,11,60.75,7.59375,51
6,20113,4,174.75,43.6875,61
6,20115,7,1,1,1
6,20117,4,3.63,1.21,1.75
6,20119,3,2.5,0.833333333,1
6,20121,1,56,56,56
6,20123,2,54,27,53
6,20125,3,,,
6,20129,4,3.75,0.9375,1
6,20133,6,161.63,32.326,56
6,20137,1,77,77,77
6,20139,1,1,1,1
6,20141,2,2.13,1.065,1.25
6,20145,5,4.5,1.5,1.5
6,20147,1,51,51,51
6,20149,1,52,52,52
6,20151,1,1,1,1
6,20153,6,246.88,41.14666667,76
6,20155,11,232.25,25.80555556,61
6,20157,2,108,54,56
6,20159,13,277.51,23.12583333,63
6,20161,1,52,52,52
6,20165,1,,,
6,20167,3,54.25,18.08333333,52
6,20169,2,1,1,1
6,20171,3,106.88,35.62666667,55
6,20173,46,1511.5,37.7875,70
6,20175,1,1,1,1
6,20177,2,62,31,61
6,20179,2,152,76,89
6,20181,12,127,12.7,60
6,20187,10,361.25,36.125,74
6,20189,1,1,1,1
6,20191,6,282,56.4,61
6,20193,11,13.25,1.472222222,2
6,20195,1,54,54,54
6,20199,13,702,54,91
6,20203,1,0.88,0.88,0.88
6,20205,1,65,65,65
6,20209,6,56.25,11.25,52
6,31001,12,232.63,19.38583333,59
6,31007,1,52,52,52
6,31009,2,3.5,1.75,1.75
6,31011,1,1,1,1
6,31013,7,53,13.25,50
6,31014,3,,,
6,31017,1,1,1,1
6,31019,1,62,62,62
6,31029,7,9.25,1.321428571,1.75
6,31031,5,56,11.2,52
6,31033,4,161.75,40.4375,56
6,31035,9,129.13,14.34777778,65
6,31041,4,53.25,13.3125,50
6,31043,3,,,
6,31045,9,162.75,18.08333333,52
6,31051,2,,,
6,31057,2,52,52,52
6,31059,7,60.01,8.572857143,52
6,31061,3,54.25,18.08333333,51
6,31065,15,782,55.85714286,83
6,31067,3,159,53,55
6,31073,1,61,61,61
6,31077,1,61,61,61
6,31079,3,103,51.5,52
6,31081,1,70,70,70
6,31083,5,215,53.75,61
6,31085,1,52,52,52
6,31087,1,1.25,1.25,1.25
6,31093,1,,,
6,31095,2,52.88,26.44,52
6,31097,3,156,52,52
6,31099,4,264,66,83
6,31101,5,116,23.2,61
6,31105,3,2.25,1.125,1.25
6,31109,1,0.88,0.88,0.88
6,31111,14,117.25,8.375,52
6,31113,1,1.5,1.5,1.5
6,31117,2,2,1,1
6,31123,1,56,56,56
6,31127,6,6.88,1.376,1.75
6,31129,10,232,29,61
6,31131,1,53,53,53
6,31135,1,1,1,1
6,31137,10,504,50.4,65
6,31143,1,,,
6,31145,2,108,54,56
6,31147,2,51,51,51
6,31151,4,53,26.5,52
6,31155,1,,,
6,31157,14,15.51,1.107857143,1.5
6,31159,1,52,52,52
6,31161,4,106,26.5,52
6,31165,3,2.68,0.893333333,1
6,31169,3,52,52,52
6,31171,1,52,52,52
6,31175,2,125,62.5,64
6,31181,8,157.5,22.5,52
6,31185,6,112.63,22.526,56
6,38003,3,108.88,36.29333333,56
6,38005,4,165.25,41.3125,60
6,38006,1,35,35,35
6,38007,2,2.63,1.315,1.75
6,38009,3,57.88,19.29333333,56
6,38011,3,4.75,1.583333333,1.75
6,38013,1,52,52,52
6,38014,1,52,52,52
6,38015,5,197.88,39.576,56
6,38017,14,770,55,70
6,38019,2,108,54,56
6,38021,2,56,56,56
6,38027,1,60,60,60
6,38029,1,56,56,56
6,38031,1,,,
6,38035,5,156.88,39.22,52
6,38037,1,3,3,3
6,38039,3,56.75,18.91666667,55
6,38041,1,1,1,1
6,38045,1,,,
6,38053,1,,,
6,38059,3,3.63,1.21,1.75
6,38061,1,,,
6,38067,1,0.75,0.75,0.75
6,38069,1,61,61,61
6,38071,4,4,1,1.25
6,38073,1,1,1,1
6,38077,3,114,38,61
6,38079,2,1,1,1
6,38087,1,0.88,0.88,0.88
6,38091,1,61,61,61
6,38093,5,1.25,1.25,1.25
6,38097,5,55.5,13.875,52
6,38099,4,55.13,13.7825,52
6,38101,1,50,50,50
6,38103,1,,,
6,46003,3,108,54,56
6,46005,3,50,50,50
6,46007,2,1,1,1
6,46009,5,,,
6,46011,6,,,
6,46013,6,64.25,21.41666667,62
6,46015,2,,,
6,46017,1,,,
6,46019,4,165.75,41.4375,61
6,46021,1,,,
6,46023,5,1.88,0.94,1
6,46025,1,,,
6,46027,3,,,
6,46029,1,,,
6,46031,2,52,52,52
6,46033,10,17.25,1.725,2.5
6,46035,3,1,1,1
6,46037,1,,,
6,46038,1,,,
6,46039,7,124,31,61
6,46040,2,,,
6,46041,1,,,
6,46043,1,,,
6,46045,1,,,
6,46047,2,2,1,1
6,46049,2,1,1,1
6,46050,3,,,
6,46051,2,1,1,1
6,46052,1,,,
6,46053,9,59.5,9.916666667,52
6,46054,2,,,
6,46055,2,,,
6,46056,2,,,
6,46057,6,52.88,26.44,52
6,46058,2,,,
6,46059,5,52,52,52
6,46060,3,,,
6,46061,7,2,1,1
6,46062,2,,,
6,46063,8,60.13,12.026,56
6,46064,3,,,
6,46065,5,,,
6,46066,3,,,
6,46067,8,,,
6,46068,3,,,
6,46069,9,7.5,1.5,2
6,46070,3,,,
6,46071,7,115,28.75,61
6,46073,1,,,
6,46075,1,,,
6,46077,1,,,
6,46079,2,1,1,1
6,46081,7,6.38,0.911428571,1
6,46083,7,,,
6,46085,4,1,1,1
6,46087,1,,,
6,46089,3,2,1,1
6,46091,1,,,
6,46093,1,,,
6,46095,2,2,1,1
6,46097,1,,,
6,46099,12,53.25,13.3125,51
6,46101,7,55.75,27.875,55
6,46102,3,2.75,1.375,1.75
6,46103,17,73.89,4.618125,53
6,46105,4,171.5,42.875,61
6,46107,1,,,
6,46109,1,,,
6,46111,3,,,
6,46115,3,,,
6,46117,1,,,
6,46119,1,,,
6,46121,5,161,40.25,56
6,46123,9,173,21.625,65
6,46125,4,0.88,0.88,0.88
6,46127,12,,,
6,46129,2,0.88,0.88,0.88
6,46135,3,,,
6,46137,2,105,52.5,53
7,20001,1,1,1,1
7,20003,9,112.25,12.47222222,52
7,20007,2,64,32,63
7,20009,10,327,54.5,61
7,20011,1,55,55,55
7,20013,1,,,
7,20015,6,222,55.5,61
7,20019,2,,,
7,20021,1,55,55,55
7,20027,3,110,55,55
7,20028,1,,,
7,20029,1,51,51,51
7,20031,3,187,62.33333333,70
7,20033,1,0.75,0.75,0.75
7,20035,1,56,56,56
7,20037,4,156,52,52
7,20041,1,,,
7,20051,3,114,38,61
7,20055,7,61.75,30.875,61
7,20057,1,0.88,0.88,0.88
7,20059,1,52,52,52
7,20069,4,209.88,52.47,74
7,20071,4,52.88,26.44,52
7,20075,2,133,66.5,74
7,20081,1,1.75,1.75,1.75
7,20083,3,169,56.33333333,65
7,20087,2,113,56.5,61
7,20089,1,52,52,52
7,20091,3,165,55,61
7,20093,6,8.13,1.355,1.75
7,20099,2,125,62.5,67
7,20101,1,,,
7,20103,2,57,28.5,56
7,20113,3,,,
7,20115,5,,,
7,20117,6,365,60.83333333,70
7,20125,3,171,57,61
7,20129,1,,,
7,20135,2,57,28.5,56
7,20139,1,0.88,0.88,0.88
7,20149,1,52,52,52
7,20153,11,294.64,32.73777778,61
7,20157,6,353,58.83333333,65
7,20159,2,122,61,61
7,20161,3,111,55.5,59
7,20165,3,52,52,52
7,20167,1,50,50,50
7,20169,3,,,
7,20173,3,2,1,1
7,20175,1,56,56,56
7,20177,5,4.88,0.976,1
7,20179,1,61,61,61
7,20181,9,270.25,38.60714286,59
7,20187,1,52,52,52
7,20191,3,53,26.5,52
7,20201,12,850,70.83333333,85
7,20209,1,52,52,52
7,31001,4,108,54,56
7,31003,1,52,52,52
7,31009,1,53,53,53
7,31013,6,10.5,1.75,2.75
7,31015,4,54.25,18.08333333,52
7,31019,5,104,34.66666667,52
7,31031,19,248,13.05263158,70
7,31033,10,132.38,18.91142857,65
7,31035,1,52,52,52
7,31041,4,169,42.25,61
7,31045,7,116.5,16.64285714,56
7,31047,6,108,36,55
7,31049,1,,,
7,31055,3,175,58.33333333,65
7,31061,2,1,1,1
7,31063,7,1,1,1
7,31065,4,162,54,60
7,31069,4,230,57.5,61
7,31073,4,1.75,1.75,1.75
7,31083,2,55,55,55
7,31087,1,52,52,52
7,31089,2,53,26.5,52
7,31091,1,52,52,52
7,31095,2,104,52,52
7,31099,1,,,
7,31101,4,217,54.25,56
7,31103,1,,,
7,31107,2,3,1.5,1.75
7,31111,5,210.5,42.1,55
7,31119,1,1,1,1
7,31123,2,1.88,0.94,1
7,31129,1,1.25,1.25,1.25
7,31135,1,56,56,56
7,31137,5,122.88,40.96,70
7,31145,6,7.25,1.208333333,1.5
7,31157,11,341,37.88888889,61
7,31161,13,239,18.38461538,61
7,31165,4,2.75,1.375,1.75
7,31169,1,50,50,50
7,31171,3,107.75,35.91666667,54
7,31181,3,118,39.33333333,61
7,38001,2,2.75,1.375,1.75
7,38003,2,2,1,1
7,38005,1,60,60,60
7,38007,2,51,25.5,50
7,38009,5,66.5,13.3,61
7,38013,1,1.75,1.75,1.75
7,38015,7,84.25,14.04166667,78
